GID,GO,EVIDENCE,Aspect
LotjaGi1g1v0787300.1,GO:0016567,ISS,P
LotjaGi1g1v0787400.1,GO:0051726,ISS,P
LotjaGi1g1v0787400.1,GO:0000082,ISS,P
LotjaGi1g1v0787400.1,GO:0006351,ISS,P
LotjaGi1g1v0787400.1,GO:0006357,ISS,P
LotjaGi1g1v0787400.2,GO:0051726,ISS,P
LotjaGi1g1v0787400.2,GO:0000082,ISS,P
LotjaGi1g1v0787400.2,GO:0006351,ISS,P
LotjaGi1g1v0787400.2,GO:0006357,ISS,P
LotjaGi1g1v0787400.4,GO:0051726,ISS,P
LotjaGi1g1v0787400.4,GO:0000082,ISS,P
LotjaGi1g1v0787400.4,GO:0006351,ISS,P
LotjaGi1g1v0787400.4,GO:0006357,ISS,P
LotjaGi1g1v0787400.5,GO:0051726,ISS,P
LotjaGi1g1v0787400.5,GO:0000082,ISS,P
LotjaGi1g1v0787400.5,GO:0006351,ISS,P
LotjaGi1g1v0787400.5,GO:0006357,ISS,P
LotjaGi1g1v0787600.1,GO:0055114,ISS,P
LotjaGi1g1v0787700.1,GO:0006468,ISS,P
LotjaGi1g1v0787800.1,GO:0006468,ISS,P
LotjaGi1g1v0787900.1,GO:0006508,ISS,P
LotjaGi1g1v0787900.2,GO:0006508,ISS,P
LotjaGi1g1v0788000.1,GO:0005975,ISS,P
LotjaGi1g1v0788000.2,GO:0005975,ISS,P
LotjaGi1g1v0788100.1,GO:0005975,ISS,P
LotjaGi1g1v0789400.1,GO:0006355,ISS,P
LotjaGi1g1v0789500.1,GO:0005975,ISS,P
LotjaGi1g1v0789900.1,GO:0090481,ISS,P
LotjaGi1g1v0789900.2,GO:0090481,ISS,P
LotjaGi1g1v0789900.3,GO:0090481,ISS,P
LotjaGi1g1v0790300.1,GO:0055085,ISS,P
LotjaGi1g1v0790300.2,GO:0055085,ISS,P
LotjaGi1g1v0790300.3,GO:0055085,ISS,P
LotjaGi1g1v0790300.4,GO:0055085,ISS,P
LotjaGi1g1v0790400.1,GO:0009611,ISS,P
LotjaGi1g1v0790400.1,GO:0009694,ISS,P
LotjaGi1g1v0790400.1,GO:0009864,ISS,P
LotjaGi1g1v0790400.3,GO:0009611,ISS,P
LotjaGi1g1v0790400.3,GO:0009694,ISS,P
LotjaGi1g1v0790400.3,GO:0009864,ISS,P
LotjaGi1g1v0791400.1,GO:0006694,ISS,P
LotjaGi1g1v0791400.1,GO:0055114,ISS,P
LotjaGi1g1v0791500.1,GO:0006396,ISS,P
LotjaGi1g1v0791600.1,GO:0006629,ISS,P
LotjaGi1g1v0791600.2,GO:0006629,ISS,P
LotjaGi1g1v0792000.1,GO:0006811,ISS,P
LotjaGi1g1v0792000.1,GO:0055085,ISS,P
LotjaGi1g1v0792000.2,GO:0006811,ISS,P
LotjaGi1g1v0792000.2,GO:0055085,ISS,P
LotjaGi1g1v0792100.1,GO:0006869,ISS,P
LotjaGi1g1v0792700.1,GO:0006511,ISS,P
LotjaGi1g1v0792700.1,GO:0007275,ISS,P
LotjaGi1g1v0792700.2,GO:0006511,ISS,P
LotjaGi1g1v0792700.2,GO:0007275,ISS,P
LotjaGi1g1v0792700.3,GO:0006511,ISS,P
LotjaGi1g1v0792700.3,GO:0007275,ISS,P
LotjaGi1g1v0792900.1,GO:0009411,ISS,P
LotjaGi1g1v0793100.1,GO:0006508,ISS,P
LotjaGi1g1v0793500.1,GO:0006355,ISS,P
LotjaGi1g1v0793500.2,GO:0006355,ISS,P
LotjaGi1g1v0793700.1,GO:0006355,ISS,P
LotjaGi1g1v0793800.1,GO:0006355,ISS,P
LotjaGi1g1v0793800.1,GO:0009725,ISS,P
LotjaGi1g1v0793800.2,GO:0006355,ISS,P
LotjaGi1g1v0793800.2,GO:0009725,ISS,P
LotjaGi1g1v0794200.1,GO:0006412,ISS,P
LotjaGi1g1v0794200.2,GO:0006412,ISS,P
LotjaGi1g1v0794200.3,GO:0006412,ISS,P
LotjaGi1g1v0794400.1,GO:0006355,ISS,P
LotjaGi1g1v0794700.1,GO:0006351,ISS,P
LotjaGi1g1v0794700.1,GO:0042779,ISS,P
LotjaGi1g1v0794900.1,GO:0015986,ISS,P
LotjaGi1g1v0795500.1,GO:0009733,ISS,P
LotjaGi1g1v0795600.1,GO:0009733,ISS,P
LotjaGi1g1v0795700.1,GO:0006468,ISS,P
LotjaGi1g1v0795700.2,GO:0006468,ISS,P
LotjaGi1g1v0795800.1,GO:0007165,ISS,P
LotjaGi1g1v0796000.1,GO:0006633,ISS,P
LotjaGi1g1v0796200.1,GO:0055114,ISS,P
LotjaGi1g1v0796300.1,GO:0055114,ISS,P
LotjaGi1g1v0796600.1,GO:0006414,ISS,P
LotjaGi1g1v0796900.1,GO:0000160,ISS,P
LotjaGi1g1v0797000.1,GO:0006812,ISS,P
LotjaGi1g1v0797000.1,GO:0055085,ISS,P
LotjaGi1g1v0797500.1,GO:0007186,ISS,P
LotjaGi1g1v0797900.1,GO:0006796,ISS,P
LotjaGi1g1v0797900.4,GO:0006796,ISS,P
LotjaGi1g1v0798000.1,GO:0006396,ISS,P
LotjaGi1g1v0798000.2,GO:0006396,ISS,P
LotjaGi1g1v0798000.5,GO:0006396,ISS,P
LotjaGi1g1v0798300.1,GO:0006629,ISS,P
LotjaGi1g1v0798500.1,GO:0120029,ISS,P
LotjaGi1g1v0798600.1,GO:0006629,ISS,P
LotjaGi1g1v0798600.2,GO:0006629,ISS,P
LotjaGi1g1v0798600.3,GO:0006629,ISS,P
LotjaGi1g1v0798600.4,GO:0006629,ISS,P
LotjaGi1g1v0798600.5,GO:0006629,ISS,P
LotjaGi1g1v0798600.6,GO:0006629,ISS,P
LotjaGi1g1v0798700.1,GO:0006468,ISS,P
LotjaGi1g1v0798800.1,GO:0030163,ISS,P
LotjaGi1g1v0798800.2,GO:0030163,ISS,P
LotjaGi1g1v0798800.3,GO:0030163,ISS,P
LotjaGi1g1v0799500.1,GO:0042545,ISS,P
LotjaGi1g1v0799700.1,GO:0044237,ISS,P
LotjaGi1g1v0799900.1,GO:0055114,ISS,P
LotjaGi1g1v0800800.1,GO:0006813,ISS,P
LotjaGi1g1v0800800.3,GO:0006813,ISS,P
LotjaGi1g1v0800800.4,GO:0006813,ISS,P
LotjaGi1g1v0800900.1,GO:0006396,ISS,P
LotjaGi1g1v0801100.1,GO:0006086,ISS,P
LotjaGi1g1v0801100.3,GO:0006086,ISS,P
LotjaGi1g1v0801100.4,GO:0006086,ISS,P
LotjaGi1g1v0801100.5,GO:0006086,ISS,P
LotjaGi2g1v0001100_LC.1,GO:0006412,ISS,P
LotjaGi2g1v0001300.1,GO:0005992,ISS,P
LotjaGi2g1v0002000.1,GO:0006468,ISS,P
LotjaGi2g1v0002000.1,GO:0048544,ISS,P
LotjaGi2g1v0002200.1,GO:0006468,ISS,P
LotjaGi2g1v0002500.1,GO:0055085,ISS,P
LotjaGi2g1v0002600.1,GO:0042545,ISS,P
LotjaGi2g1v0003200.1,GO:0009909,ISS,P
LotjaGi2g1v0003200.1,GO:0048573,ISS,P
LotjaGi2g1v0003400.1,GO:0000160,ISS,P
LotjaGi2g1v0003400.1,GO:0007165,ISS,P
LotjaGi2g1v0003400.1,GO:0016310,ISS,P
LotjaGi2g1v0003400.2,GO:0000160,ISS,P
LotjaGi2g1v0003400.2,GO:0007165,ISS,P
LotjaGi2g1v0003400.2,GO:0016310,ISS,P
LotjaGi2g1v0003400.3,GO:0000160,ISS,P
LotjaGi2g1v0003400.3,GO:0007165,ISS,P
LotjaGi2g1v0003400.3,GO:0016310,ISS,P
LotjaGi2g1v0003400.7,GO:0000160,ISS,P
LotjaGi2g1v0003400.7,GO:0007165,ISS,P
LotjaGi2g1v0003400.7,GO:0016310,ISS,P
LotjaGi2g1v0004400_LC.1,GO:0006355,ISS,P
LotjaGi2g1v0005300.1,GO:0006412,ISS,P
LotjaGi2g1v0005800.1,GO:0005975,ISS,P
LotjaGi2g1v0005800.1,GO:0006073,ISS,P
LotjaGi2g1v0005800.1,GO:0010411,ISS,P
LotjaGi2g1v0005800.1,GO:0042546,ISS,P
LotjaGi2g1v0007300.1,GO:0048268,ISS,P
LotjaGi2g1v0007600.1,GO:0007165,ISS,P
LotjaGi2g1v0008600.1,GO:0006468,ISS,P
LotjaGi2g1v0008600.2,GO:0006468,ISS,P
LotjaGi2g1v0008600.3,GO:0006468,ISS,P
LotjaGi2g1v0008600.4,GO:0006468,ISS,P
LotjaGi2g1v0008800.1,GO:0055114,ISS,P
LotjaGi2g1v0008800.1,GO:0006526,ISS,P
LotjaGi2g1v0008800.1,GO:0008652,ISS,P
LotjaGi2g1v0008900.1,GO:0055114,ISS,P
LotjaGi2g1v0009000.1,GO:0055114,ISS,P
LotjaGi2g1v0009000.2,GO:0055114,ISS,P
LotjaGi2g1v0009200.1,GO:0055114,ISS,P
LotjaGi2g1v0009200.3,GO:0055114,ISS,P
LotjaGi2g1v0009600.1,GO:0055114,ISS,P
LotjaGi2g1v0010000_LC.1,GO:0006508,ISS,P
LotjaGi2g1v0010000_LC.1,GO:0006338,ISS,P
LotjaGi2g1v0010100.1,GO:0007186,ISS,P
LotjaGi2g1v0010100.1,GO:0007165,ISS,P
LotjaGi2g1v0011300.1,GO:0006355,ISS,P
LotjaGi2g1v0011400.1,GO:0006096,ISS,P
LotjaGi2g1v0011400.2,GO:0006096,ISS,P
LotjaGi2g1v0011500.1,GO:0000398,ISS,P
LotjaGi2g1v0011600.1,GO:0055114,ISS,P
LotjaGi2g1v0013500.1,GO:0007094,ISS,P
LotjaGi2g1v0014000.1,GO:0034968,ISS,P
LotjaGi2g1v0014000.1,GO:0016571,ISS,P
LotjaGi2g1v0015000_LC.1,GO:0055114,ISS,P
LotjaGi2g1v0015000_LC.2,GO:0055114,ISS,P
LotjaGi2g1v0015200_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0017200.1,GO:0035556,ISS,P
LotjaGi2g1v0017200.1,GO:0045454,ISS,P
LotjaGi2g1v0017700.1,GO:0005975,ISS,P
LotjaGi2g1v0017700.1,GO:0006098,ISS,P
LotjaGi2g1v0017800.1,GO:0006486,ISS,P
LotjaGi2g1v0018400.1,GO:0072488,ISS,P
LotjaGi2g1v0018400.1,GO:0015696,ISS,P
LotjaGi2g1v0018900.1,GO:0006508,ISS,P
LotjaGi2g1v0019800.1,GO:0006468,ISS,P
LotjaGi2g1v0020200.1,GO:0006351,ISS,P
LotjaGi2g1v0020400.1,GO:0055114,ISS,P
LotjaGi2g1v0021100.1,GO:0055114,ISS,P
LotjaGi2g1v0022500_LC.1,GO:0006468,ISS,P
LotjaGi2g1v0022500_LC.2,GO:0006468,ISS,P
LotjaGi2g1v0022800.1,GO:0006355,ISS,P
LotjaGi2g1v0022800.1,GO:0045944,ISS,P
LotjaGi2g1v0023000.1,GO:0051225,ISS,P
LotjaGi2g1v0023100.1,GO:0055085,ISS,P
LotjaGi2g1v0023100.2,GO:0055085,ISS,P
LotjaGi2g1v0023100.3,GO:0055085,ISS,P
LotjaGi2g1v0023300.1,GO:0055085,ISS,P
LotjaGi2g1v0023400_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0023600_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0024200.1,GO:0000226,ISS,P
LotjaGi2g1v0024200.2,GO:0000226,ISS,P
LotjaGi2g1v0024200.3,GO:0000226,ISS,P
LotjaGi2g1v0024200.4,GO:0000226,ISS,P
LotjaGi2g1v0024200.5,GO:0000226,ISS,P
LotjaGi2g1v0024400.1,GO:0046856,ISS,P
LotjaGi2g1v0024400.2,GO:0046856,ISS,P
LotjaGi2g1v0024500.1,GO:0000398,ISS,P
LotjaGi2g1v0024500.2,GO:0000398,ISS,P
LotjaGi2g1v0024600.1,GO:0006508,ISS,P
LotjaGi2g1v0024600.1,GO:0006520,ISS,P
LotjaGi2g1v0024800.1,GO:0018216,ISS,P
LotjaGi2g1v0024800.2,GO:0018216,ISS,P
LotjaGi2g1v0024800.3,GO:0018216,ISS,P
LotjaGi2g1v0024900.1,GO:0006508,ISS,P
LotjaGi2g1v0025800.1,GO:0030244,ISS,P
LotjaGi2g1v0025800.2,GO:0030244,ISS,P
LotjaGi2g1v0025800.3,GO:0030244,ISS,P
LotjaGi2g1v0025800.4,GO:0030244,ISS,P
LotjaGi2g1v0025800.5,GO:0030244,ISS,P
LotjaGi2g1v0026200_LC.1,GO:0006284,ISS,P
LotjaGi2g1v0026200_LC.1,GO:0006281,ISS,P
LotjaGi2g1v0026300_LC.1,GO:0006284,ISS,P
LotjaGi2g1v0026300_LC.1,GO:0006281,ISS,P
LotjaGi2g1v0026500_LC.1,GO:0006284,ISS,P
LotjaGi2g1v0026500_LC.1,GO:0006281,ISS,P
LotjaGi2g1v0026500_LC.2,GO:0006281,ISS,P
LotjaGi2g1v0026500_LC.3,GO:0006284,ISS,P
LotjaGi2g1v0026500_LC.3,GO:0006281,ISS,P
LotjaGi2g1v0026500_LC.4,GO:0006284,ISS,P
LotjaGi2g1v0026500_LC.4,GO:0006281,ISS,P
LotjaGi2g1v0026500_LC.6,GO:0006281,ISS,P
LotjaGi2g1v0026700.1,GO:0006284,ISS,P
LotjaGi2g1v0026700.1,GO:0006281,ISS,P
LotjaGi2g1v0053000.1,GO:0019346,ISS,P
LotjaGi2g1v0053000.2,GO:0019346,ISS,P
LotjaGi2g1v0053000.2,GO:0071266,ISS,P
LotjaGi2g1v0053600.1,GO:0045017,ISS,P
LotjaGi2g1v0053900.1,GO:0006508,ISS,P
LotjaGi2g1v0053900.2,GO:0006508,ISS,P
LotjaGi2g1v0055400.1,GO:0045454,ISS,P
LotjaGi2g1v0055800.1,GO:0044237,ISS,P
LotjaGi2g1v0055800.2,GO:0044237,ISS,P
LotjaGi2g1v0056100.1,GO:0045454,ISS,P
LotjaGi2g1v0058800_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0059100.1,GO:0000162,ISS,P
LotjaGi2g1v0059100.1,GO:0006568,ISS,P
LotjaGi2g1v0059100.2,GO:0000162,ISS,P
LotjaGi2g1v0059100.2,GO:0006568,ISS,P
LotjaGi2g1v0059400.1,GO:0006888,ISS,P
LotjaGi2g1v0059400.4,GO:0006888,ISS,P
LotjaGi2g1v0059500.1,GO:0006562,ISS,P
LotjaGi2g1v0060100.2,GO:0006468,ISS,P
LotjaGi2g1v0060100.3,GO:0006468,ISS,P
LotjaGi2g1v0060100.4,GO:0006468,ISS,P
LotjaGi2g1v0060100.5,GO:0006468,ISS,P
LotjaGi2g1v0060100.6,GO:0006468,ISS,P
LotjaGi2g1v0060100.7,GO:0006468,ISS,P
LotjaGi2g1v0060200.1,GO:0070588,ISS,P
LotjaGi2g1v0060200.2,GO:0070588,ISS,P
LotjaGi2g1v0061000.1,GO:0030001,ISS,P
LotjaGi2g1v0061200.1,GO:0006952,ISS,P
LotjaGi2g1v0061300.1,GO:0006952,ISS,P
LotjaGi2g1v0061600.1,GO:0009435,ISS,P
LotjaGi2g1v0061600.2,GO:0009435,ISS,P
LotjaGi2g1v0061600.3,GO:0009435,ISS,P
LotjaGi2g1v0061600.4,GO:0009435,ISS,P
LotjaGi2g1v0061600.5,GO:0009435,ISS,P
LotjaGi2g1v0061600.6,GO:0009435,ISS,P
LotjaGi2g1v0061800.1,GO:0055085,ISS,P
LotjaGi2g1v0061800.2,GO:0055085,ISS,P
LotjaGi2g1v0062600.1,GO:0055085,ISS,P
LotjaGi2g1v0062600.2,GO:0055085,ISS,P
LotjaGi2g1v0062600.3,GO:0055085,ISS,P
LotjaGi2g1v0062600.4,GO:0055085,ISS,P
LotjaGi2g1v0063100.1,GO:0006281,ISS,P
LotjaGi2g1v0063100.1,GO:0006310,ISS,P
LotjaGi2g1v0063100.2,GO:0006281,ISS,P
LotjaGi2g1v0063100.2,GO:0006310,ISS,P
LotjaGi2g1v0063300.1,GO:0055114,ISS,P
LotjaGi2g1v0063400_LC.1,GO:0055114,ISS,P
LotjaGi2g1v0063800_LC.2,GO:0051103,ISS,P
LotjaGi2g1v0064000.1,GO:0006952,ISS,P
LotjaGi2g1v0064900.1,GO:0006265,ISS,P
LotjaGi2g1v0064900.1,GO:0006259,ISS,P
LotjaGi2g1v0064900.2,GO:0006265,ISS,P
LotjaGi2g1v0064900.2,GO:0006259,ISS,P
LotjaGi2g1v0064900.3,GO:0006265,ISS,P
LotjaGi2g1v0064900.3,GO:0006259,ISS,P
LotjaGi2g1v0064900.4,GO:0006265,ISS,P
LotjaGi2g1v0064900.4,GO:0006259,ISS,P
LotjaGi2g1v0065500.1,GO:0006468,ISS,P
LotjaGi2g1v0065500.2,GO:0006468,ISS,P
LotjaGi2g1v0065900.1,GO:0006468,ISS,P
LotjaGi2g1v0065900.2,GO:0006468,ISS,P
LotjaGi2g1v0065900.3,GO:0006468,ISS,P
LotjaGi2g1v0065900.4,GO:0006468,ISS,P
LotjaGi2g1v0065900.5,GO:0006468,ISS,P
LotjaGi2g1v0065900.6,GO:0006468,ISS,P
LotjaGi2g1v0066000_LC.1,GO:0006281,ISS,P
LotjaGi2g1v0066500.1,GO:0007017,ISS,P
LotjaGi2g1v0066700.1,GO:0005975,ISS,P
LotjaGi2g1v0066700.2,GO:0005975,ISS,P
LotjaGi2g1v0066700.3,GO:0005975,ISS,P
LotjaGi2g1v0066700.4,GO:0005975,ISS,P
LotjaGi2g1v0066700.5,GO:0005975,ISS,P
LotjaGi2g1v0066700.6,GO:0005975,ISS,P
LotjaGi2g1v0066700.7,GO:0005975,ISS,P
LotjaGi2g1v0067000.1,GO:0006164,ISS,P
LotjaGi2g1v0067200_LC.1,GO:0055085,ISS,P
LotjaGi2g1v0067700.1,GO:0006468,ISS,P
LotjaGi2g1v0067700.2,GO:0006468,ISS,P
LotjaGi2g1v0067700.3,GO:0006468,ISS,P
LotjaGi2g1v0067800.1,GO:0006629,ISS,P
LotjaGi2g1v0067900.1,GO:0007165,ISS,P
LotjaGi2g1v0069100.1,GO:0007165,ISS,P
LotjaGi2g1v0069100.3,GO:0007165,ISS,P
LotjaGi2g1v0069100.5,GO:0007165,ISS,P
LotjaGi2g1v0069700.1,GO:0007165,ISS,P
LotjaGi2g1v0069900.1,GO:0055114,ISS,P
LotjaGi2g1v0070500.1,GO:0006508,ISS,P
LotjaGi2g1v0071300.1,GO:0006661,ISS,P
LotjaGi2g1v0071300.2,GO:0006661,ISS,P
LotjaGi2g1v0071300.3,GO:0006661,ISS,P
LotjaGi2g1v0071300.4,GO:0006661,ISS,P
LotjaGi2g1v0071300.5,GO:0006661,ISS,P
LotjaGi2g1v0071600_LC.1,GO:0000723,ISS,P
LotjaGi2g1v0071600_LC.1,GO:0006281,ISS,P
LotjaGi2g1v0071700.1,GO:0008033,ISS,P
LotjaGi2g1v0071800.1,GO:0009245,ISS,P
LotjaGi2g1v0072200.1,GO:0006412,ISS,P
LotjaGi2g1v0072600.1,GO:0007010,ISS,P
LotjaGi2g1v0072600.2,GO:0007010,ISS,P
LotjaGi2g1v0072800.1,GO:0006508,ISS,P
LotjaGi2g1v0072800.2,GO:0006508,ISS,P
LotjaGi2g1v0072800.5,GO:0006508,ISS,P
LotjaGi2g1v0073900.2,GO:0006812,ISS,P
LotjaGi2g1v0073900.2,GO:0055085,ISS,P
LotjaGi2g1v0073900.3,GO:0006812,ISS,P
LotjaGi2g1v0073900.3,GO:0055085,ISS,P
LotjaGi2g1v0073900.4,GO:0006812,ISS,P
LotjaGi2g1v0073900.4,GO:0055085,ISS,P
LotjaGi2g1v0073900.5,GO:0006812,ISS,P
LotjaGi2g1v0073900.5,GO:0055085,ISS,P
LotjaGi2g1v0074000.1,GO:0003333,ISS,P
LotjaGi2g1v0074300.1,GO:0006357,ISS,P
LotjaGi2g1v0074400.1,GO:0006096,ISS,P
LotjaGi2g1v0074400.1,GO:0006400,ISS,P
LotjaGi2g1v0074400.3,GO:0006096,ISS,P
LotjaGi2g1v0074400.3,GO:0006400,ISS,P
LotjaGi2g1v0074800.1,GO:0055085,ISS,P
LotjaGi2g1v0074800.2,GO:0055085,ISS,P
LotjaGi2g1v0075000.1,GO:0008610,ISS,P
LotjaGi2g1v0075000.1,GO:0055114,ISS,P
LotjaGi2g1v0075000.3,GO:0008610,ISS,P
LotjaGi2g1v0075000.3,GO:0055114,ISS,P
LotjaGi2g1v0075500.1,GO:0009116,ISS,P
LotjaGi2g1v0075500.2,GO:0009116,ISS,P
LotjaGi2g1v0075900.1,GO:0006355,ISS,P
LotjaGi2g1v0076100_LC.1,GO:0006355,ISS,P
LotjaGi2g1v0076300.1,GO:0006412,ISS,P
LotjaGi2g1v0076500.1,GO:0015074,ISS,P
LotjaGi2g1v0076700.1,GO:0006486,ISS,P
LotjaGi2g1v0077000.1,GO:0006414,ISS,P
LotjaGi2g1v0077000.3,GO:0006414,ISS,P
LotjaGi2g1v0077000.5,GO:0006414,ISS,P
LotjaGi2g1v0077400_LC.1,GO:0007017,ISS,P
LotjaGi2g1v0077400_LC.2,GO:0007017,ISS,P
LotjaGi2g1v0078000_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0078000_LC.2,GO:0015074,ISS,P
LotjaGi2g1v0078000_LC.3,GO:0015074,ISS,P
LotjaGi2g1v0078100.1,GO:0007165,ISS,P
LotjaGi2g1v0078500_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0078800.1,GO:0005975,ISS,P
LotjaGi2g1v0078800.1,GO:0055114,ISS,P
LotjaGi2g1v0078800.1,GO:0006072,ISS,P
LotjaGi2g1v0078800.1,GO:0046168,ISS,P
LotjaGi2g1v0078800.2,GO:0005975,ISS,P
LotjaGi2g1v0078800.2,GO:0055114,ISS,P
LotjaGi2g1v0078800.2,GO:0006072,ISS,P
LotjaGi2g1v0078800.2,GO:0046168,ISS,P
LotjaGi2g1v0078800.3,GO:0005975,ISS,P
LotjaGi2g1v0078800.3,GO:0055114,ISS,P
LotjaGi2g1v0078800.3,GO:0006072,ISS,P
LotjaGi2g1v0078800.3,GO:0046168,ISS,P
LotjaGi2g1v0080100.1,GO:0006508,ISS,P
LotjaGi2g1v0080400_LC.1,GO:0006355,ISS,P
LotjaGi2g1v0081300.1,GO:0006352,ISS,P
LotjaGi2g1v0082200.1,GO:0006355,ISS,P
LotjaGi2g1v0082700.1,GO:0006006,ISS,P
LotjaGi2g1v0082700.1,GO:0055114,ISS,P
LotjaGi2g1v0082700.2,GO:0055114,ISS,P
LotjaGi2g1v0083000.1,GO:0006396,ISS,P
LotjaGi2g1v0083300.1,GO:0030001,ISS,P
LotjaGi2g1v0083600.1,GO:0007165,ISS,P
LotjaGi2g1v0083700.1,GO:0051225,ISS,P
LotjaGi2g1v0083900.1,GO:0006006,ISS,P
LotjaGi2g1v0083900.1,GO:0055114,ISS,P
LotjaGi2g1v0084000_LC.1,GO:0002098,ISS,P
LotjaGi2g1v0086300.1,GO:0006355,ISS,P
LotjaGi2g1v0086300.2,GO:0006355,ISS,P
LotjaGi2g1v0086300.3,GO:0006355,ISS,P
LotjaGi2g1v0086300.4,GO:0006355,ISS,P
LotjaGi2g1v0087500.1,GO:0006629,ISS,P
LotjaGi2g1v0087700.1,GO:0006412,ISS,P
LotjaGi2g1v0088800.1,GO:0007165,ISS,P
LotjaGi2g1v0088800.2,GO:0007165,ISS,P
LotjaGi2g1v0088800.3,GO:0007165,ISS,P
LotjaGi2g1v0088900_LC.1,GO:0006259,ISS,P
LotjaGi2g1v0088900_LC.4,GO:0006259,ISS,P
LotjaGi2g1v0089100_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0089300.1,GO:0055114,ISS,P
LotjaGi2g1v0089300.2,GO:0055114,ISS,P
LotjaGi2g1v0089300.3,GO:0055114,ISS,P
LotjaGi2g1v0089400.1,GO:0045040,ISS,P
LotjaGi2g1v0090100.1,GO:0006396,ISS,P
LotjaGi2g1v0090100.1,GO:0006397,ISS,P
LotjaGi2g1v0090800_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0091500_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0092100.1,GO:0055114,ISS,P
LotjaGi2g1v0092200.1,GO:0006486,ISS,P
LotjaGi2g1v0093300.1,GO:0006979,ISS,P
LotjaGi2g1v0093300.1,GO:0055114,ISS,P
LotjaGi2g1v0093300.1,GO:0042744,ISS,P
LotjaGi2g1v0093900.1,GO:0006355,ISS,P
LotjaGi2g1v0093900.2,GO:0006355,ISS,P
LotjaGi2g1v0094100.1,GO:0006355,ISS,P
LotjaGi2g1v0094100.1,GO:0070897,ISS,P
LotjaGi2g1v0094100.1,GO:0006383,ISS,P
LotjaGi2g1v0094200_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0094500.1,GO:0055085,ISS,P
LotjaGi2g1v0094500.2,GO:0055085,ISS,P
LotjaGi2g1v0095300.1,GO:0006468,ISS,P
LotjaGi2g1v0095300.1,GO:0048544,ISS,P
LotjaGi2g1v0095800.1,GO:0015031,ISS,P
LotjaGi2g1v0096200.1,GO:0006468,ISS,P
LotjaGi2g1v0096200.2,GO:0006468,ISS,P
LotjaGi2g1v0097700.1,GO:0015770,ISS,P
LotjaGi2g1v0097900.1,GO:0015770,ISS,P
LotjaGi2g1v0098600.1,GO:0005975,ISS,P
LotjaGi2g1v0098600.3,GO:0005975,ISS,P
LotjaGi2g1v0098600.4,GO:0005975,ISS,P
LotjaGi2g1v0098600.5,GO:0005975,ISS,P
LotjaGi2g1v0098600.6,GO:0005975,ISS,P
LotjaGi2g1v0098600.7,GO:0005975,ISS,P
LotjaGi2g1v0098800.1,GO:0007165,ISS,P
LotjaGi2g1v0098800.2,GO:0007165,ISS,P
LotjaGi2g1v0098800.3,GO:0007165,ISS,P
LotjaGi2g1v0099000.2,GO:0055085,ISS,P
LotjaGi2g1v0100000.1,GO:0006633,ISS,P
LotjaGi2g1v0101200.1,GO:0006414,ISS,P
LotjaGi2g1v0101900.1,GO:0015074,ISS,P
LotjaGi2g1v0102000.1,GO:0006366,ISS,P
LotjaGi2g1v0102000.1,GO:0006367,ISS,P
LotjaGi2g1v0102500_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0102800.1,GO:0006952,ISS,P
LotjaGi2g1v0102800.2,GO:0006952,ISS,P
LotjaGi2g1v0102900.1,GO:0006890,ISS,P
LotjaGi2g1v0103000.1,GO:0009765,ISS,P
LotjaGi2g1v0103800.1,GO:0006887,ISS,P
LotjaGi2g1v0104400.1,GO:0008652,ISS,P
LotjaGi2g1v0104400.2,GO:0008652,ISS,P
LotjaGi2g1v0104400.3,GO:0008652,ISS,P
LotjaGi2g1v0104500.1,GO:0006355,ISS,P
LotjaGi2g1v0104600.1,GO:0055114,ISS,P
LotjaGi2g1v0104700.1,GO:0055085,ISS,P
LotjaGi2g1v0104900.1,GO:0006886,ISS,P
LotjaGi2g1v0104900.1,GO:0016192,ISS,P
LotjaGi2g1v0105300.1,GO:0015693,ISS,P
LotjaGi2g1v0105400.1,GO:0071805,ISS,P
LotjaGi2g1v0105400.2,GO:0071805,ISS,P
LotjaGi2g1v0106500.1,GO:0005975,ISS,P
LotjaGi2g1v0106900_LC.1,GO:0006801,ISS,P
LotjaGi2g1v0106900_LC.1,GO:0055114,ISS,P
LotjaGi2g1v0107000.1,GO:0007017,ISS,P
LotjaGi2g1v0107000.2,GO:0007017,ISS,P
LotjaGi2g1v0107000.3,GO:0007017,ISS,P
LotjaGi2g1v0107100.1,GO:0005975,ISS,P
LotjaGi2g1v0107200_LC.1,GO:0016567,ISS,P
LotjaGi2g1v0107300.1,GO:0045454,ISS,P
LotjaGi2g1v0108000_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0108100_LC.1,GO:0015074,ISS,P
LotjaGi2g1v0108400_LC.1,GO:0015074,ISS,P
