GID,GO,EVIDENCE,Aspect
LotjaGi5g1v0021300.1,GO:0055114,ISS,P
LotjaGi5g1v0021700.1,GO:0006465,ISS,P
LotjaGi5g1v0021700.2,GO:0006465,ISS,P
LotjaGi5g1v0021800.1,GO:0006468,ISS,P
LotjaGi5g1v0022200.1,GO:0015996,ISS,P
LotjaGi5g1v0022300.1,GO:0006779,ISS,P
LotjaGi5g1v0022300.2,GO:0006779,ISS,P
LotjaGi5g1v0022300.4,GO:0006779,ISS,P
LotjaGi5g1v0022500.1,GO:0015996,ISS,P
LotjaGi5g1v0022900.1,GO:0055085,ISS,P
LotjaGi5g1v0023300.1,GO:0006260,ISS,P
LotjaGi5g1v0023500.1,GO:0006139,ISS,P
LotjaGi5g1v0023600.1,GO:0006862,ISS,P
LotjaGi5g1v0023600.2,GO:0006862,ISS,P
LotjaGi5g1v0023900.1,GO:0006508,ISS,P
LotjaGi5g1v0024100.1,GO:0006508,ISS,P
LotjaGi5g1v0025400.1,GO:0006788,ISS,P
LotjaGi5g1v0025400.1,GO:0055114,ISS,P
LotjaGi5g1v0025700.1,GO:0006629,ISS,P
LotjaGi5g1v0026400.1,GO:0006351,ISS,P
LotjaGi5g1v0026500.1,GO:0006260,ISS,P
LotjaGi5g1v0026500.2,GO:0006260,ISS,P
LotjaGi5g1v0026600.1,GO:0006470,ISS,P
LotjaGi5g1v0026600.3,GO:0006470,ISS,P
LotjaGi5g1v0026600.4,GO:0006470,ISS,P
LotjaGi5g1v0026600.5,GO:0006470,ISS,P
LotjaGi5g1v0026800.1,GO:0006355,ISS,P
LotjaGi5g1v0027500.1,GO:0006629,ISS,P
LotjaGi5g1v0027700.1,GO:0001510,ISS,P
LotjaGi5g1v0027700.1,GO:0009452,ISS,P
LotjaGi5g1v0027700.2,GO:0001510,ISS,P
LotjaGi5g1v0027700.2,GO:0009452,ISS,P
LotjaGi5g1v0027800.1,GO:0006468,ISS,P
LotjaGi5g1v0027800.2,GO:0006468,ISS,P
LotjaGi5g1v0028200.1,GO:0055114,ISS,P
LotjaGi5g1v0028300.2,GO:0005975,ISS,P
LotjaGi5g1v0028400.1,GO:0005975,ISS,P
LotjaGi5g1v0028400.2,GO:0005975,ISS,P
LotjaGi5g1v0028400.3,GO:0005975,ISS,P
LotjaGi5g1v0028600.1,GO:0009834,ISS,P
LotjaGi5g1v0028600.1,GO:0045492,ISS,P
LotjaGi5g1v0028600.2,GO:0009834,ISS,P
LotjaGi5g1v0028600.2,GO:0045492,ISS,P
LotjaGi5g1v0028600.3,GO:0009834,ISS,P
LotjaGi5g1v0028600.3,GO:0045492,ISS,P
LotjaGi5g1v0029100.1,GO:0009058,ISS,P
LotjaGi5g1v0029100.3,GO:0009058,ISS,P
LotjaGi5g1v0029100.4,GO:0009058,ISS,P
LotjaGi5g1v0029100.5,GO:0009058,ISS,P
LotjaGi5g1v0029200.1,GO:0006418,ISS,P
LotjaGi5g1v0029200.1,GO:0006431,ISS,P
LotjaGi5g1v0029200.2,GO:0006418,ISS,P
LotjaGi5g1v0029400.1,GO:0007018,ISS,P
LotjaGi5g1v0029400.2,GO:0007018,ISS,P
LotjaGi5g1v0029400.4,GO:0007018,ISS,P
LotjaGi5g1v0029400.5,GO:0007018,ISS,P
LotjaGi5g1v0029400.6,GO:0007018,ISS,P
LotjaGi5g1v0029400.7,GO:0007018,ISS,P
LotjaGi5g1v0029600.1,GO:0000398,ISS,P
LotjaGi5g1v0029900.1,GO:0006355,ISS,P
LotjaGi5g1v0030300.1,GO:0006508,ISS,P
LotjaGi5g1v0030900.1,GO:0006869,ISS,P
LotjaGi5g1v0031000.1,GO:0006869,ISS,P
LotjaGi5g1v0032000.1,GO:0016192,ISS,P
LotjaGi5g1v0032000.1,GO:0048193,ISS,P
LotjaGi5g1v0032100.1,GO:0006508,ISS,P
LotjaGi5g1v0032300.1,GO:0006352,ISS,P
LotjaGi5g1v0032500.1,GO:0006412,ISS,P
LotjaGi5g1v0032500.2,GO:0006412,ISS,P
LotjaGi5g1v0033000.1,GO:0098656,ISS,P
LotjaGi5g1v0033000.1,GO:0055085,ISS,P
LotjaGi5g1v0034000.1,GO:0006887,ISS,P
LotjaGi5g1v0034500_LC.1,GO:0055085,ISS,P
LotjaGi5g1v0034500_LC.2,GO:0055085,ISS,P
LotjaGi5g1v0035000.1,GO:0015940,ISS,P
LotjaGi5g1v0035100.1,GO:0000398,ISS,P
LotjaGi5g1v0035100.2,GO:0000398,ISS,P
LotjaGi5g1v0035200.1,GO:0006396,ISS,P
LotjaGi5g1v0035300.1,GO:0016567,ISS,P
LotjaGi5g1v0035300.2,GO:0016567,ISS,P
LotjaGi5g1v0035400.1,GO:0006355,ISS,P
LotjaGi5g1v0035600.1,GO:0007018,ISS,P
LotjaGi5g1v0036300.1,GO:0006355,ISS,P
LotjaGi5g1v0036300.1,GO:0006351,ISS,P
LotjaGi5g1v0036300.1,GO:0032502,ISS,P
LotjaGi5g1v0037500.1,GO:0055114,ISS,P
LotjaGi5g1v0037500.2,GO:0055114,ISS,P
LotjaGi5g1v0037900.1,GO:0006869,ISS,P
LotjaGi5g1v0039100.1,GO:0006355,ISS,P
LotjaGi5g1v0039300.1,GO:0005975,ISS,P
LotjaGi5g1v0039300.2,GO:0005975,ISS,P
LotjaGi5g1v0039300.4,GO:0005975,ISS,P
LotjaGi5g1v0039300.5,GO:0005975,ISS,P
LotjaGi5g1v0039300.7,GO:0005975,ISS,P
LotjaGi5g1v0039400.1,GO:0001522,ISS,P
LotjaGi5g1v0039400.1,GO:0009451,ISS,P
LotjaGi5g1v0039400.2,GO:0001522,ISS,P
LotjaGi5g1v0039400.2,GO:0009451,ISS,P
LotjaGi5g1v0039400.3,GO:0001522,ISS,P
LotjaGi5g1v0039400.3,GO:0009451,ISS,P
LotjaGi5g1v0039400.4,GO:0001522,ISS,P
LotjaGi5g1v0039400.4,GO:0009451,ISS,P
LotjaGi5g1v0039600.1,GO:0006623,ISS,P
LotjaGi5g1v0039700.1,GO:0006139,ISS,P
LotjaGi5g1v0040100.1,GO:0006508,ISS,P
LotjaGi5g1v0040100.2,GO:0006508,ISS,P
LotjaGi5g1v0040200.1,GO:0006470,ISS,P
LotjaGi5g1v0040700.1,GO:0006355,ISS,P
LotjaGi5g1v0041100.1,GO:0006812,ISS,P
LotjaGi5g1v0041100.1,GO:0055085,ISS,P
LotjaGi5g1v0041100.2,GO:0006812,ISS,P
LotjaGi5g1v0041100.2,GO:0055085,ISS,P
LotjaGi5g1v0041200.1,GO:0006364,ISS,P
LotjaGi5g1v0041300.1,GO:0005975,ISS,P
LotjaGi5g1v0042100.1,GO:0006468,ISS,P
LotjaGi5g1v0042200_LC.1,GO:0006468,ISS,P
LotjaGi5g1v0042600_LC.1,GO:0006672,ISS,P
LotjaGi5g1v0042900_LC.1,GO:0005975,ISS,P
LotjaGi5g1v0042900_LC.2,GO:0005975,ISS,P
LotjaGi5g1v0042900_LC.3,GO:0005975,ISS,P
LotjaGi5g1v0042900_LC.4,GO:0005975,ISS,P
LotjaGi5g1v0042900_LC.5,GO:0005975,ISS,P
LotjaGi5g1v0043000.1,GO:0005975,ISS,P
LotjaGi5g1v0043300.1,GO:0006629,ISS,P
LotjaGi5g1v0043500.1,GO:0006784,ISS,P
LotjaGi5g1v0043500.1,GO:0055114,ISS,P
LotjaGi5g1v0043700.1,GO:0030001,ISS,P
LotjaGi5g1v0043700.1,GO:0055085,ISS,P
LotjaGi5g1v0043700.1,GO:0071577,ISS,P
LotjaGi5g1v0043900.1,GO:0006355,ISS,P
LotjaGi5g1v0044000.1,GO:0006544,ISS,P
LotjaGi5g1v0044000.1,GO:0055114,ISS,P
LotjaGi5g1v0044000.1,GO:0006546,ISS,P
LotjaGi5g1v0044000.2,GO:0006544,ISS,P
LotjaGi5g1v0044000.2,GO:0055114,ISS,P
LotjaGi5g1v0044000.2,GO:0006546,ISS,P
LotjaGi5g1v0044000.3,GO:0006544,ISS,P
LotjaGi5g1v0044000.3,GO:0055114,ISS,P
LotjaGi5g1v0044000.3,GO:0006546,ISS,P
LotjaGi5g1v0044000.4,GO:0006546,ISS,P
LotjaGi5g1v0044000.4,GO:0055114,ISS,P
LotjaGi5g1v0044200.1,GO:0055114,ISS,P
LotjaGi5g1v0044200.2,GO:0055114,ISS,P
LotjaGi5g1v0044200.3,GO:0055114,ISS,P
LotjaGi5g1v0044200.4,GO:0055114,ISS,P
LotjaGi5g1v0044200.7,GO:0055114,ISS,P
LotjaGi5g1v0044600.1,GO:0055114,ISS,P
LotjaGi5g1v0045000.1,GO:0007186,ISS,P
LotjaGi5g1v0045000.1,GO:0007188,ISS,P
LotjaGi5g1v0045000.1,GO:0007165,ISS,P
LotjaGi5g1v0045000.2,GO:0007186,ISS,P
LotjaGi5g1v0045000.2,GO:0007188,ISS,P
LotjaGi5g1v0045000.2,GO:0007165,ISS,P
LotjaGi5g1v0045000.3,GO:0007186,ISS,P
LotjaGi5g1v0045000.3,GO:0007188,ISS,P
LotjaGi5g1v0045000.3,GO:0007165,ISS,P
LotjaGi5g1v0045000.5,GO:0007186,ISS,P
LotjaGi5g1v0045000.5,GO:0007188,ISS,P
LotjaGi5g1v0045000.5,GO:0007165,ISS,P
LotjaGi5g1v0045000.6,GO:0007186,ISS,P
LotjaGi5g1v0045000.6,GO:0007188,ISS,P
LotjaGi5g1v0045000.6,GO:0007165,ISS,P
LotjaGi5g1v0045000.8,GO:0007186,ISS,P
LotjaGi5g1v0045000.8,GO:0007188,ISS,P
LotjaGi5g1v0045000.8,GO:0007165,ISS,P
LotjaGi5g1v0045400.1,GO:0006468,ISS,P
LotjaGi5g1v0045400.2,GO:0006468,ISS,P
LotjaGi5g1v0045400.3,GO:0006468,ISS,P
LotjaGi5g1v0045400.4,GO:0006468,ISS,P
LotjaGi5g1v0045400.5,GO:0006468,ISS,P
LotjaGi5g1v0045500_LC.1,GO:0015074,ISS,P
LotjaGi5g1v0045800.1,GO:0006412,ISS,P
LotjaGi5g1v0046100.1,GO:0055114,ISS,P
LotjaGi5g1v0046100.1,GO:0009690,ISS,P
LotjaGi5g1v0046800_LC.1,GO:0006468,ISS,P
LotjaGi5g1v0046900_LC.1,GO:0006468,ISS,P
LotjaGi5g1v0047100.1,GO:0006355,ISS,P
LotjaGi5g1v0047100.2,GO:0006355,ISS,P
LotjaGi5g1v0047100.3,GO:0006355,ISS,P
LotjaGi5g1v0047800.1,GO:0006355,ISS,P
LotjaGi5g1v0048000.1,GO:0006470,ISS,P
LotjaGi5g1v0048200.1,GO:0000413,ISS,P
LotjaGi5g1v0048300.1,GO:0006468,ISS,P
LotjaGi5g1v0048300.2,GO:0006468,ISS,P
LotjaGi5g1v0048400.1,GO:0006468,ISS,P
LotjaGi5g1v0048400.2,GO:0006468,ISS,P
LotjaGi5g1v0048500.1,GO:0007166,ISS,P
LotjaGi5g1v0048500.2,GO:0007166,ISS,P
LotjaGi5g1v0048500.3,GO:0007166,ISS,P
LotjaGi5g1v0048500.4,GO:0007166,ISS,P
LotjaGi5g1v0048700_LC.1,GO:0032259,ISS,P
LotjaGi5g1v0049300.1,GO:0055114,ISS,P
LotjaGi5g1v0049300.2,GO:0055114,ISS,P
LotjaGi5g1v0049300.3,GO:0055114,ISS,P
LotjaGi5g1v0049800.1,GO:0016579,ISS,P
LotjaGi5g1v0049800.1,GO:0006511,ISS,P
LotjaGi5g1v0050100.1,GO:0000160,ISS,P
LotjaGi5g1v0050100.1,GO:0007165,ISS,P
LotjaGi5g1v0050100.1,GO:0016310,ISS,P
LotjaGi5g1v0050400.1,GO:0006470,ISS,P
LotjaGi5g1v0050400.2,GO:0006470,ISS,P
LotjaGi5g1v0050400.7,GO:0006470,ISS,P
LotjaGi5g1v0050400.8,GO:0006470,ISS,P
LotjaGi5g1v0050600.1,GO:0007059,ISS,P
LotjaGi5g1v0050600.1,GO:0051301,ISS,P
LotjaGi5g1v0050700.1,GO:0009247,ISS,P
LotjaGi5g1v0050700.2,GO:0009247,ISS,P
LotjaGi5g1v0050900.1,GO:0006468,ISS,P
LotjaGi5g1v0050900.1,GO:0007165,ISS,P
LotjaGi5g1v0051000.1,GO:0006355,ISS,P
LotjaGi5g1v0051100.1,GO:0006355,ISS,P
LotjaGi5g1v0051600.1,GO:0009073,ISS,P
LotjaGi5g1v0051600.2,GO:0009073,ISS,P
LotjaGi5g1v0051600.3,GO:0009073,ISS,P
LotjaGi5g1v0051900.1,GO:0060918,ISS,P
LotjaGi5g1v0051900.1,GO:0099402,ISS,P
LotjaGi5g1v0051900.2,GO:0060918,ISS,P
LotjaGi5g1v0051900.2,GO:0099402,ISS,P
LotjaGi5g1v0051900.3,GO:0060918,ISS,P
LotjaGi5g1v0051900.3,GO:0099402,ISS,P
LotjaGi5g1v0052700.1,GO:0006418,ISS,P
LotjaGi5g1v0052700.1,GO:0006422,ISS,P
LotjaGi5g1v0052700.2,GO:0006418,ISS,P
LotjaGi5g1v0053000.1,GO:0005975,ISS,P
LotjaGi5g1v0053200.1,GO:0006470,ISS,P
LotjaGi5g1v0053300.1,GO:0006979,ISS,P
LotjaGi5g1v0053300.1,GO:0055114,ISS,P
LotjaGi5g1v0054000.1,GO:0006468,ISS,P
LotjaGi5g1v0054200.1,GO:0016579,ISS,P
LotjaGi5g1v0054200.1,GO:0006511,ISS,P
LotjaGi5g1v0054200.2,GO:0016579,ISS,P
LotjaGi5g1v0054200.2,GO:0006511,ISS,P
LotjaGi5g1v0054400.1,GO:0055114,ISS,P
LotjaGi5g1v0054400.2,GO:0055114,ISS,P
LotjaGi5g1v0054400.3,GO:0055114,ISS,P
LotjaGi5g1v0054700.1,GO:0005975,ISS,P
LotjaGi5g1v0054800.1,GO:0005975,ISS,P
LotjaGi5g1v0055000.1,GO:0006400,ISS,P
LotjaGi5g1v0055100.1,GO:0000160,ISS,P
LotjaGi5g1v0055200.1,GO:0005975,ISS,P
LotjaGi5g1v0056000.1,GO:0055085,ISS,P
LotjaGi5g1v0056000.2,GO:0055085,ISS,P
LotjaGi5g1v0056000.3,GO:0055085,ISS,P
LotjaGi5g1v0056000.7,GO:0055085,ISS,P
LotjaGi5g1v0056100.1,GO:0006520,ISS,P
LotjaGi5g1v0056100.1,GO:0009058,ISS,P
LotjaGi5g1v0056100.3,GO:0006520,ISS,P
LotjaGi5g1v0056100.3,GO:0009058,ISS,P
LotjaGi5g1v0056100.6,GO:0006520,ISS,P
LotjaGi5g1v0056100.6,GO:0009058,ISS,P
LotjaGi5g1v0056200.1,GO:0006468,ISS,P
LotjaGi5g1v0056200.2,GO:0006468,ISS,P
LotjaGi5g1v0056400.1,GO:0006869,ISS,P
LotjaGi5g1v0056700.1,GO:0055114,ISS,P
LotjaGi5g1v0056700.2,GO:0055114,ISS,P
LotjaGi5g1v0057200.1,GO:0006468,ISS,P
LotjaGi5g1v0057200.2,GO:0006468,ISS,P
LotjaGi5g1v0058400.1,GO:0006486,ISS,P
LotjaGi5g1v0058400.2,GO:0006486,ISS,P
LotjaGi5g1v0058500.1,GO:0055114,ISS,P
LotjaGi5g1v0058700.1,GO:0055114,ISS,P
LotjaGi5g1v0058800.1,GO:0055114,ISS,P
LotjaGi5g1v0059500.1,GO:0006468,ISS,P
LotjaGi5g1v0060800_LC.1,GO:0005975,ISS,P
LotjaGi5g1v0061000.1,GO:0055085,ISS,P
LotjaGi5g1v0061100.1,GO:0003333,ISS,P
LotjaGi5g1v0061400.1,GO:0006813,ISS,P
LotjaGi5g1v0061400.1,GO:0006811,ISS,P
LotjaGi5g1v0061400.1,GO:0055085,ISS,P
LotjaGi5g1v0061700.1,GO:0055114,ISS,P
LotjaGi5g1v0061800.1,GO:1902600,ISS,P
LotjaGi5g1v0062400.1,GO:0055114,ISS,P
LotjaGi5g1v0062600.1,GO:0055114,ISS,P
LotjaGi5g1v0062800.1,GO:0007165,ISS,P
LotjaGi5g1v0062900_LC.1,GO:0006355,ISS,P
LotjaGi5g1v0063200.1,GO:0009306,ISS,P
LotjaGi5g1v0063200.2,GO:0009306,ISS,P
LotjaGi5g1v0063600.1,GO:0016567,ISS,P
LotjaGi5g1v0063700.1,GO:0006281,ISS,P
LotjaGi5g1v0063800.1,GO:0005975,ISS,P
LotjaGi5g1v0064400.1,GO:0006355,ISS,P
LotjaGi5g1v0064500.1,GO:0016579,ISS,P
LotjaGi5g1v0064500.1,GO:0006511,ISS,P
LotjaGi5g1v0064500.2,GO:0016579,ISS,P
LotjaGi5g1v0064500.2,GO:0006511,ISS,P
LotjaGi5g1v0064600.1,GO:0000160,ISS,P
LotjaGi5g1v0064600.2,GO:0006364,ISS,P
LotjaGi5g1v0065200.1,GO:0006260,ISS,P
LotjaGi5g1v0065200.1,GO:0006281,ISS,P
LotjaGi5g1v0065200.1,GO:0006310,ISS,P
LotjaGi5g1v0065700.1,GO:0006468,ISS,P
LotjaGi5g1v0065700.3,GO:0006468,ISS,P
LotjaGi5g1v0065700.4,GO:0006468,ISS,P
LotjaGi5g1v0065700.5,GO:0006468,ISS,P
LotjaGi5g1v0065700.6,GO:0006468,ISS,P
LotjaGi5g1v0065700.8,GO:0006468,ISS,P
LotjaGi5g1v0066100.1,GO:0120029,ISS,P
LotjaGi5g1v0066200.1,GO:0006979,ISS,P
LotjaGi5g1v0066200.1,GO:0055114,ISS,P
LotjaGi5g1v0066200.1,GO:0042744,ISS,P
LotjaGi5g1v0066200.2,GO:0006979,ISS,P
LotjaGi5g1v0066200.2,GO:0055114,ISS,P
LotjaGi5g1v0066200.2,GO:0042744,ISS,P
LotjaGi5g1v0066200.3,GO:0006979,ISS,P
LotjaGi5g1v0066200.3,GO:0055114,ISS,P
LotjaGi5g1v0066200.3,GO:0042744,ISS,P
LotjaGi5g1v0066500.1,GO:0006887,ISS,P
LotjaGi5g1v0066700.1,GO:0006355,ISS,P
LotjaGi5g1v0067100.1,GO:0006265,ISS,P
LotjaGi5g1v0067100.2,GO:0006265,ISS,P
LotjaGi5g1v0067800.1,GO:0006355,ISS,P
LotjaGi5g1v0068200.1,GO:0016226,ISS,P
LotjaGi5g1v0068400.1,GO:0030042,ISS,P
LotjaGi5g1v0068400.2,GO:0030042,ISS,P
LotjaGi5g1v0068500.1,GO:0006418,ISS,P
LotjaGi5g1v0068900.1,GO:0006526,ISS,P
LotjaGi5g1v0068900.2,GO:0006526,ISS,P
LotjaGi5g1v0068900.3,GO:0006526,ISS,P
LotjaGi5g1v0068900.4,GO:0006526,ISS,P
LotjaGi5g1v0069400.1,GO:0006796,ISS,P
LotjaGi5g1v0069400.3,GO:0006796,ISS,P
LotjaGi5g1v0069800.1,GO:0046856,ISS,P
LotjaGi5g1v0070200.1,GO:0006357,ISS,P
LotjaGi5g1v0070400.1,GO:0007018,ISS,P
LotjaGi5g1v0070700.1,GO:0030001,ISS,P
LotjaGi5g1v0070700.2,GO:0030001,ISS,P
LotjaGi5g1v0072200.1,GO:0006470,ISS,P
LotjaGi5g1v0072200.2,GO:0006470,ISS,P
LotjaGi5g1v0072200.5,GO:0006470,ISS,P
LotjaGi5g1v0072700.1,GO:0000160,ISS,P
LotjaGi5g1v0072700.2,GO:0000160,ISS,P
LotjaGi5g1v0072700.3,GO:0000160,ISS,P
LotjaGi5g1v0072700.4,GO:0006139,ISS,P
LotjaGi5g1v0072700.5,GO:0006139,ISS,P
LotjaGi5g1v0072800.1,GO:0006265,ISS,P
LotjaGi5g1v0072800.1,GO:0006259,ISS,P
LotjaGi5g1v0073000.1,GO:0030001,ISS,P
LotjaGi5g1v0073200.1,GO:0006412,ISS,P
LotjaGi5g1v0073700.1,GO:0006468,ISS,P
LotjaGi5g1v0073700.2,GO:0006468,ISS,P
LotjaGi5g1v0073700.4,GO:0006468,ISS,P
LotjaGi5g1v0073700.5,GO:0006468,ISS,P
LotjaGi5g1v0073700.6,GO:0006468,ISS,P
LotjaGi5g1v0073900.1,GO:0055114,ISS,P
LotjaGi5g1v0074500.1,GO:0006355,ISS,P
LotjaGi5g1v0074500.2,GO:0006355,ISS,P
LotjaGi5g1v0074500.3,GO:0006355,ISS,P
LotjaGi5g1v0075000.1,GO:0006869,ISS,P
LotjaGi5g1v0075100.1,GO:0006412,ISS,P
LotjaGi5g1v0075100.2,GO:0006412,ISS,P
LotjaGi5g1v0075100.4,GO:0006412,ISS,P
LotjaGi5g1v0075100.5,GO:0006412,ISS,P
LotjaGi5g1v0075800.1,GO:0006869,ISS,P
LotjaGi5g1v0076000.1,GO:0006606,ISS,P
LotjaGi5g1v0076300_LC.1,GO:0009229,ISS,P
LotjaGi5g1v0076400_LC.1,GO:0000723,ISS,P
LotjaGi5g1v0076400_LC.1,GO:0006281,ISS,P
LotjaGi5g1v0076700.1,GO:0006979,ISS,P
LotjaGi5g1v0076700.1,GO:0055114,ISS,P
LotjaGi5g1v0076700.1,GO:0042744,ISS,P
LotjaGi5g1v0076700.2,GO:0006979,ISS,P
LotjaGi5g1v0076700.2,GO:0055114,ISS,P
LotjaGi5g1v0076700.2,GO:0042744,ISS,P
LotjaGi5g1v0076800.1,GO:0006468,ISS,P
LotjaGi5g1v0076800.1,GO:0000226,ISS,P
LotjaGi5g1v0076800.1,GO:0000278,ISS,P
LotjaGi5g1v0076800.1,GO:0007059,ISS,P
LotjaGi5g1v0076800.1,GO:0032465,ISS,P
LotjaGi5g1v0076800.2,GO:0006468,ISS,P
LotjaGi5g1v0076800.2,GO:0000226,ISS,P
LotjaGi5g1v0076800.2,GO:0000278,ISS,P
LotjaGi5g1v0076800.2,GO:0007059,ISS,P
LotjaGi5g1v0076800.2,GO:0032465,ISS,P
LotjaGi5g1v0076800.3,GO:0006468,ISS,P
LotjaGi5g1v0076800.3,GO:0000226,ISS,P
LotjaGi5g1v0076800.3,GO:0000278,ISS,P
LotjaGi5g1v0076800.3,GO:0007059,ISS,P
LotjaGi5g1v0076800.3,GO:0032465,ISS,P
LotjaGi5g1v0076900.1,GO:0006886,ISS,P
LotjaGi5g1v0077500_LC.1,GO:1902979,ISS,P
LotjaGi5g1v0077700.1,GO:0006468,ISS,P
LotjaGi5g1v0077700.2,GO:0006468,ISS,P
LotjaGi5g1v0077700.3,GO:0006468,ISS,P
LotjaGi5g1v0077800.1,GO:0006468,ISS,P
LotjaGi5g1v0077800.2,GO:0006468,ISS,P
LotjaGi5g1v0077900.1,GO:0006468,ISS,P
LotjaGi5g1v0078000.1,GO:1902600,ISS,P
LotjaGi5g1v0078100.1,GO:0006412,ISS,P
LotjaGi5g1v0078100.2,GO:0006412,ISS,P
LotjaGi5g1v0078100.3,GO:0006412,ISS,P
LotjaGi5g1v0078700.1,GO:0006355,ISS,P
LotjaGi5g1v0078700.1,GO:0009725,ISS,P
LotjaGi5g1v0078900.1,GO:0055085,ISS,P
LotjaGi5g1v0079200.1,GO:0006813,ISS,P
LotjaGi5g1v0079200.1,GO:0006811,ISS,P
LotjaGi5g1v0079200.1,GO:0055085,ISS,P
LotjaGi5g1v0079200.2,GO:0006813,ISS,P
LotjaGi5g1v0079200.2,GO:0006811,ISS,P
LotjaGi5g1v0079200.2,GO:0055085,ISS,P
LotjaGi5g1v0079700_LC.1,GO:0006355,ISS,P
LotjaGi5g1v0079800.1,GO:0030001,ISS,P
LotjaGi5g1v0079800.1,GO:0009873,ISS,P
LotjaGi5g1v0080000.1,GO:0006559,ISS,P
LotjaGi5g1v0080100.1,GO:0006099,ISS,P
LotjaGi5g1v0080100.1,GO:0055114,ISS,P
LotjaGi5g1v0080100.2,GO:0055114,ISS,P
LotjaGi5g1v0080200.1,GO:0006166,ISS,P
LotjaGi5g1v0080200.2,GO:0006166,ISS,P
LotjaGi5g1v0080400_LC.1,GO:0000160,ISS,P
LotjaGi5g1v0080400_LC.1,GO:0007165,ISS,P
LotjaGi5g1v0080500.1,GO:0009733,ISS,P
LotjaGi5g1v0080700_LC.1,GO:0000723,ISS,P
LotjaGi5g1v0080700_LC.1,GO:0006281,ISS,P
LotjaGi5g1v0080900.1,GO:0006468,ISS,P
LotjaGi5g1v0080900.3,GO:0006468,ISS,P
LotjaGi5g1v0080900.5,GO:0006468,ISS,P
LotjaGi5g1v0081100.1,GO:0006352,ISS,P
LotjaGi5g1v0081100.1,GO:0006355,ISS,P
LotjaGi5g1v0082400.1,GO:0006412,ISS,P
LotjaGi5g1v0082700.1,GO:0030001,ISS,P
LotjaGi5g1v0083000_LC.1,GO:0006468,ISS,P
LotjaGi5g1v0083000_LC.1,GO:0006397,ISS,P
LotjaGi5g1v0083100_LC.1,GO:0006071,ISS,P
LotjaGi5g1v0084100.1,GO:0007165,ISS,P
LotjaGi5g1v0084100.2,GO:0007165,ISS,P
LotjaGi5g1v0084100.4,GO:0007165,ISS,P
LotjaGi5g1v0084100.5,GO:0007165,ISS,P
LotjaGi5g1v0084200.1,GO:0055085,ISS,P
LotjaGi5g1v0084900.1,GO:0006355,ISS,P
LotjaGi5g1v0085000.1,GO:0046488,ISS,P
LotjaGi5g1v0085200.2,GO:0006807,ISS,P
LotjaGi5g1v0085200.2,GO:0006542,ISS,P
LotjaGi5g1v0085200.3,GO:0006807,ISS,P
LotjaGi5g1v0085200.3,GO:0006542,ISS,P
LotjaGi5g1v0086700.1,GO:0055114,ISS,P
LotjaGi5g1v0086700.2,GO:0055114,ISS,P
LotjaGi5g1v0086700.3,GO:0055114,ISS,P
LotjaGi5g1v0086800.1,GO:0055114,ISS,P
LotjaGi5g1v0087000.1,GO:0006468,ISS,P
LotjaGi5g1v0088100_LC.1,GO:0006468,ISS,P
LotjaGi5g1v0088200.1,GO:0055085,ISS,P
LotjaGi5g1v0088600.1,GO:0006508,ISS,P
LotjaGi5g1v0088600.2,GO:0006508,ISS,P
LotjaGi5g1v0088600.3,GO:0006508,ISS,P
LotjaGi5g1v0089100.1,GO:0006520,ISS,P
LotjaGi5g1v0089100.1,GO:0009097,ISS,P
LotjaGi5g1v0089100.2,GO:0006520,ISS,P
LotjaGi5g1v0089100.2,GO:0009097,ISS,P
LotjaGi5g1v0089200.1,GO:0006486,ISS,P
LotjaGi5g1v0089200.2,GO:0006486,ISS,P
LotjaGi5g1v0089400.1,GO:0006468,ISS,P
LotjaGi5g1v0089400.2,GO:0006468,ISS,P
LotjaGi5g1v0089500.1,GO:0006355,ISS,P
LotjaGi5g1v0089700.1,GO:0006096,ISS,P
LotjaGi5g1v0089700.2,GO:0006096,ISS,P
LotjaGi5g1v0089700.3,GO:0006096,ISS,P
LotjaGi5g1v0089700.4,GO:0006096,ISS,P
LotjaGi5g1v0089700.5,GO:0006096,ISS,P
LotjaGi5g1v0089800.1,GO:0043039,ISS,P
LotjaGi5g1v0089800.2,GO:0043039,ISS,P
LotjaGi5g1v0089800.4,GO:0043039,ISS,P
LotjaGi5g1v0089900.1,GO:0006221,ISS,P
LotjaGi5g1v0090000.1,GO:0006468,ISS,P
LotjaGi5g1v0090100.1,GO:0009733,ISS,P
LotjaGi5g1v0090700.1,GO:0016126,ISS,P
LotjaGi5g1v0090700.1,GO:0055114,ISS,P
LotjaGi5g1v0090900_LC.1,GO:0006284,ISS,P
LotjaGi5g1v0090900_LC.1,GO:0006281,ISS,P
LotjaGi5g1v0091200.1,GO:0006468,ISS,P
LotjaGi5g1v0091400.1,GO:0006355,ISS,P
LotjaGi5g1v0091900.1,GO:0006096,ISS,P
LotjaGi5g1v0091900.2,GO:0006096,ISS,P
LotjaGi5g1v0092100.1,GO:0006355,ISS,P
LotjaGi5g1v0092500.1,GO:0006468,ISS,P
LotjaGi5g1v0092700_LC.1,GO:0015976,ISS,P
LotjaGi5g1v0092900.1,GO:0045454,ISS,P
LotjaGi5g1v0092900.1,GO:0055114,ISS,P
LotjaGi5g1v0093000.1,GO:0006414,ISS,P
